circuit,factory,layer_count,allocator,msf_coeff,msf_prep_time,routing_algo,routing_option,total_code_beat,circuit_volume
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Double,No_Kink,555,913945
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Double,No_Kink,531,510539
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Single,No_Top,546,300501
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Double,Yes_Kink,533,507238
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Double,No_MSF,290,116781
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Double,Yes_Kink,562,911576
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Double,No_Top,533,297244
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Single,No_Kink,542,495814
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Proj,No_MSF,213,18556
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Proj,No_Top,517,39932
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Single,No_MSF,327,133783
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Single,No_Kink,817,1036608
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.001,10,Single,Yes_Kink,542,506800
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Double,No_Kink,533,502026
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Single,No_Top,546,300501
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Double,No_MSF,290,116781
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Double,Yes_Kink,532,504111
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Double,No_Top,533,297244
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,1,random,0,10,Proj,No_Kink,540,1361074
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Single,No_Kink,541,489568
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Proj,No_MSF,213,18556
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Proj,No_Top,517,39932
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,inner,2,naive,0,10,Proj,Yes_Kink,2167,4934175
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,inner,2,naive,0,10,Proj,No_Kink,2144,5104621
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.01,10,Single,Yes_Kink,541,502827
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Double,No_Kink,533,499948
result_SELECT_10_Heisenberg2D_cylinder_0.5_0.5_5,outer,2,SA,0.1,10,Single,No_MSF,327,133783
